node,x,y,z
11012,14.7008075480297,-84.9929480119801,1351.466862711468
11013,42.82055936043474,-41.1297687688078,1129.988291769485
11014,20.67961097195519,-112.2469514994347,1179.096599140498
11015,87.68616640113756,-185.6363912380071,1144.795591664423
11016,-49.377612654929,-47.89239158513261,1124.340409508408
11017,-21.51517639109719,-81.57947520565858,1350.151999979244
11018,-17.10324159536503,-92.83443919190199,1169.768106054317
11019,-100.1837132638633,-175.9429336225676,1160.441749880378
11020,-101.4091313394157,-90.13912731957159,1272.663228029626
11021,11.51209999996741,-136.3710000002383,1107.989999999503
11022,76.12980000000007,-109.593,1137.24
11023,-2.759159999999999,-179.9080000000002,1042.940000000001
11024,-27.53999999999997,-178.106,1050.550000000001
11025,65.75239999999901,-161.5409999999989,1179.450000000001
11026,-0.6583569999998555,-71.47750000000018,1238.6
11027,-23.2446,-94.82879999999999,1238.569999999999
11028,0.9659000000000035,-58.17000000000003,807.9999999999998
11029,26.231,-73.40789999999993,820.2159999999996
11030,-25.80979999963916,-72.01839999921808,819.081999999596
11031,-1.65774999999742,-126.5859999999961,819.8779999999963
11032,-1.642369999998261,-127.092999999997,817.9439999999964
11033,-0.5964520000000242,-64.40539999999997,1466.469999999999
11034,-0.4809659999999935,-52.1794,1465.58
11035,-0.3985660000000014,-58.40609999999998,1496.429999999999
11036,-0.6017200000000001,-80.06980000000001,1497.710000000001
11037,-0.2964100000000043,-62.91159999999999,1527.82
11038,-0.5888799999999994,-94.16060000000003,1529.630000000001
11039,-0.2456219999826557,-65.48240000000473,1543.559999999996
11040,-0.5133789999999943,-94.407,1546.779999999999
11041,16.56607986188415,-121.5759979556923,1251.363593725884
11042,12.29468157999366,-109.347127088109,1303.225870520073
11043,19.21717754040533,-99.96148235489899,1305.52659033966
11044,-19.9109404500369,-99.8965232241646,1351.995345719868
11045,-213.6485790737634,-84.55924227491589,1019.87544019212
11046,-274.1565290566132,-126.883726727146,814.4368092508756
11047,-212.1012662559258,-77.28812635709498,998.6806252402934
11048,-242.5513579459149,-129.5866048021225,803.6656237273925
11049,-243.2629798288573,-104.2742937355485,852.0062112034968
11050,216.8467785837346,-84.05751153763829,1021.05327145737
11051,281.7309148786949,-119.3992224999672,790.7345098965724
11052,213.4591517255653,-77.03609353598267,997.7387153265862
11053,243.0638687298876,-125.9568475226165,794.6039746026204
11054,244.5871292076619,-108.1133678247979,850.3036447474876
11055,-28.49237624870524,-92.11095034625133,1431.9763938268
11056,-44.95739749827946,-92.35784970149581,1487.650780829006
11057,34.267113013418,-96.0479325762914,1434.292008948196
11058,42.65877157205453,-95.83580896706542,1489.218275085443
11059,-18.39295947415725,-107.4535420449316,1540.935577941918
11060,15.94383133082844,-107.1498692460601,1540.873292668862
11061,24.55399055035538,-90.59390988240473,1307.758114101444
11062,-0.6682707981060613,-82.9893932161501,1497.489887005205
11063,-128.9658589314693,-92.57530810225288,1312.735825222873
11064,23.94008903117284,-65.53374289049992,1293.058519486788
11065,-43.57508344169015,-90.8851257377141,1353.319616820305
11066,43.70660362178252,-97.67617911265269,1352.727088430923
11067,23.65618284169677,-55.97145144660748,1237.913670100635
11068,6.184512584087718,-127.6286300743947,1080.883863986398
11069,-18.77423351114139,-147.4599323682835,1110.484292990595
11070,-55.12055892102829,-146.598556276324,1129.951234142753
11071,33.26372692384857,-153.2678812632974,1152.105477774621
11072,3.280725613670104,-123.9016738222622,1127.504736674316
11073,77.78870745463749,-99.76871971816288,1083.587710588429
11074,-6.349169294222787,-141.501630248335,1028.694976558357
11075,6.129740721497246,-119.894190113394,1022.530873458183
11076,15.14102608821472,-112.1067998128092,1042.806559473803
11077,62.98573873999968,-81.16194929232073,1034.901810524978
11078,33.76714985415217,-102.5675504306547,1040.085560781921
11079,69.42766202235478,-76.16331638004388,1033.938140531386
11080,54.98321172846225,-86.40436842031257,1035.472461850359
11081,-3.945604801627164,-147.6738384175052,1017.044752864963
11082,-35.21600447281327,-121.6289113578734,917.4504835108892
11083,-19.27802029753404,-94.31918891713815,1029.844231635606
11084,-10.37170299089221,-152.992070676016,1001.353615006899
11085,-74.52491131737732,-98.66297269682212,1336.741592523708
11086,-49.87262090815923,-122.2122044402649,935.8417595374586
11087,5.141571514308119,-121.006976643701,954.7304711861576
11088,86.16833778130811,-100.9602433572205,1334.659679696302
11089,6.44044652468458,-105.7252027799644,1093.031981128967
11090,-5.523108444856875,-109.7121531709275,1038.750137853001
11091,-57.54572686890194,-89.65098717194569,1017.677478920213
11092,-27.8772608981499,-108.2445708707016,1031.71100140785
11093,6.383280449151164,-119.0542510785066,1082.975421883711
11094,-48.85916091824981,-95.008357878569,1019.122802710762
11095,6.631654724412795,-108.3645330734043,1085.033045769069
11096,-19.35847149687888,-23.27332936581181,851.7956246192563
11097,5.359727953047031,-117.3858313601168,1043.383423211499
11098,-32.4489934960992,-110.3302057678312,908.4198913579066
11099,-33.91973200426135,-26.75965135285331,851.9197423285206
11100,-57.85672421681213,-89.84032534920537,846.8146954286528
11101,-90.39682467492895,-73.2968848219198,319.3257662171467
11102,-49.17842312924806,-125.1445586810515,811.6928659291884
11103,-52.34881806797281,-64.85248326987751,-5.522896398474248
11104,-69.22518768132319,-91.39004577765878,8.207127199997812
11105,32.76612583357409,-96.30169313938589,906.8775938740981
11106,28.9538486878705,-17.91041647134347,850.9618343568972
11107,59.54129206272849,-94.95564239504033,846.8211493921274
11108,91.7596389549156,-72.54499182622831,311.4490145876053
11109,50.93273172949393,-127.4098038005255,815.4461175201944
11110,55.08965675225654,-59.96647600418557,-8.746650732657413
11111,72.43710576161308,-92.23891409806497,0.971516346409194
11112,6.558773142781673,-124.5490199378642,975.2733382799204
11113,137.162544336481,-89.36391213168207,1301.231007384214
11114,26.18034262626012,-97.35062191240105,1345.841503508243
11115,-1.452000000000079,-79.02119241690319,1419.237697325146
11116,1.396362832762293,-55.00539191135986,1443.926916470878
11117,-0.626774973288383,-63.22616471288262,1440.230044789433
11118,0.4858310577370967,-72.5919787158736,1443.788470489924
11119,1.164187341105573,-57.19028747488394,1429.93350827451
11120,-0.5069999999999472,-65.71002921159031,1426.59836086468
11121,0.5667239873419503,-74.44667178877705,1430.294861316902
11122,2.173598614138331,-60.42114565823348,1415.807665476658
11123,0.02800000000000881,-68.24970100036765,1410.454521889242
11124,1.676395914893624,-75.10201344553963,1415.732585272465
11125,4.882350184702168,-59.1440776310951,1401.346897212325
11126,-1.30117143690536,-67.5507086835333,1395.86269025303
11127,4.008350343127929,-57.78605272356008,1384.104049712696
11128,-0.7650000000000441,-64.58619464257978,1379.770361458746
11129,1.798709380245413,-53.97641867054194,1368.958443066533
11130,-0.9549857257449329,-60.39046326827202,1365.549452962976
11131,4.685701126153761,-51.95555777868519,1040.965084959929
11132,-1.385258279328277,-68.28496698781258,1034.176082973243
11133,4.575050287268543,-81.85704170115409,1040.630206539322
11134,4.633723554346656,-54.56666724789302,1006.823502398816
11135,-0.75,-71.05631277336954,1000.505816674577
11136,4.839532071705589,-88.85690616504627,1006.462797567221
11137,-0.9763829652823178,-43.57788014910619,908.6694912598865
11138,5.102627813026095,-63.38712510346181,911.3513731278158
11139,5.956829968687891,-21.08340052016078,890.7335602659736
11140,-0.1050000000000881,-29.0606498699599,886.5936709471108
11141,5.618702313593648,-47.59252996810586,889.0519291628217
11142,1.425063060609067,-71.71810165621304,1442.050240627686
11143,0.2390704999228729,-73.36366794719446,1428.269653359314
11144,1.852252439519412,-73.16334165676288,1413.24187389275
11145,4.411206711081232,-84.77015985932856,1039.334066158587
11146,4.884659726799778,-84.87726932853623,1002.793911898404
11147,4.726074605855652,-58.48225629508627,909.7502183074077
11148,5.249478917179068,-41.97307471334122,886.0499300842902
11149,1.777893687727883,-60.18363072973604,1348.206592824946
11150,3.666875093710453,-53.959472797532,1126.244854124646
11151,4.349602376174059,-60.03004392000878,1101.343332732087
11152,3.510778497324851,-73.81028620243222,1071.821164183794
11153,3.356488708167721,-52.76245739764429,1326.923395206977
11154,3.075556887551878,-44.42742009271725,1307.951920178592
11155,2.433051214861331,-39.10305279194664,1284.555130418246
11156,1.906625066936073,-36.31555641658424,1257.394833466355
11157,2.548062560242515,-38.01459769742712,1234.110017705623
11158,3.672863748329545,-38.31072918942786,1208.495424568588
11159,3.333448945785247,-41.85006644003461,1182.342939805176
11160,3.384215990631239,-46.4028293411147,1157.51572660028
11161,1.746230242904172,-55.27287813589524,1442.892470303966
11162,1.163205514396105,-58.46499039604345,1428.916549501825
11163,1.917007776697941,-61.1926621848203,1414.763083156512
11164,5.014580398486289,-60.31452036816938,1400.498144330297
11165,4.426339163537312,-58.7061049274637,1383.127783957719
11166,1.882307476737945,-54.755597581118,1368.021061739523
11167,4.757472075362164,-53.31450304408124,1039.122687882434
11168,4.905212933970203,-56.17478975055089,1005.079274253941
11169,5.183053365102638,-22.11270026008045,889.0540880372521
11170,2.456693922907685,-48.39494831575267,1350.606027969544
11171,3.069789842706019,-39.09663555166344,1329.295928107802
11172,3.006613721554929,-30.49803480934947,1309.175322738125
11173,2.159488708167728,-23.65364626221666,1286.078194388809
11174,1.916090977243976,-18.23450003671882,1258.786294498959
11175,2.508323932398037,-14.13736253031412,1235.106919769094
11176,1.623884426753343,-55.91189744234539,1442.018079694941
11177,1.398722478337561,-59.63947194866488,1428.064742071309
11178,2.14011999452222,-62.34055150055152,1414.089193019728
11179,5.018164348819896,-61.35778055225428,1399.546248129108
11180,4.496225716894767,-59.74478409786778,1382.493087424291
11181,2.060261622545009,-55.79038115932958,1367.503726639785
11182,4.365435761872759,-57.37208949047061,1037.835890799218
11183,4.682563985479157,-58.02526238324887,1003.269183665057
11184,5.892149106423208,-22.84233193461059,888.863283206919
11185,1.961866904579874,-49.52594831575269,1348.91312773834
11186,3.220721663321772,-40.79610728653967,1328.414292611359
11187,4.202000000000079,-31.91082177681067,1307.968903645272
11188,2.160801188086915,-25.23255233699244,1285.116664048388
11189,1.687363694780525,-19.84345130301514,1257.619038770136
11190,2.547284170015381,-16.39566995492389,1233.157007265408
11191,4.679787381893746,-70.9586033673817,1031.133998458225
11192,5.11205336510258,-73.11445182699745,997.3921513331876
11193,5.723851209441035,-76.51866317166098,971.1794385712689
11194,5.30850015793199,-63.24391816699476,932.3618358187399
11195,4.432266088496743,-46.70766198300391,900.2523734445531
11196,5.506989537555432,-31.1793028908065,882.2705681266476
11197,5.431468244158385,-22.71088030029158,868.3838711854864
11198,3.299789842705889,-45.13452086587362,1120.093112890011
